dataset_short_name,dataset_name,source_type,source_format,session_id,subject_id,session_date,recording_system,behavioral_context,extraction_success,n_files,file_extensions,recording_duration_s,n_units,n_spiketrains,n_spikes_total,raw_spike_events_total,sorted_units_mclust,sorted_unit_spikes_total_mclust,n_lfp_channels,n_electrodes,n_trials,n_event_objects,n_event_times_total,n_position_samples,sampling_rates_hz,brain_regions,unit_source,has_subject_metadata,has_session_metadata,has_session_date,has_recording_duration,has_spike_metadata,has_unit_metadata,has_sorted_unit_metadata,has_lfp_metadata,has_trial_metadata,has_event_metadata,has_position_metadata,has_sampling_rate_metadata,has_brain_region_metadata,has_standardized_format,has_openminds_candidate_metadata,error,species,sex,institution,experimenter,electrode_columns,unit_columns,file_size_mb,metadata_completeness_score,ephys_richness_score,behavior_richness_score,openminds_readiness_score,best_unit_count,best_spike_count,best_behavior_count,recording_duration_min,spikes_per_unit,units_per_minute,spikes_per_minute,trials_per_minute,events_per_trial,lfp_channels_per_unit,electrodes_per_unit,log_n_units,log_n_spikes_total,log_raw_spike_events_total,log_n_lfp_channels,log_n_electrodes,log_n_trials,log_n_event_times_total,log_n_position_samples,log_recording_duration_s,log_best_unit_count,log_best_spike_count,log_best_behavior_count,log_spikes_per_unit,log_units_per_minute,log_spikes_per_minute,log_trials_per_minute,log_events_per_trial,log_lfp_channels_per_unit,log_electrodes_per_unit,can_do_spike_analysis,can_do_lfp_analysis,can_do_behavior_analysis,can_do_position_analysis,can_do_spike_behavior_analysis,can_do_spike_position_analysis,can_do_lfp_behavior_analysis,can_do_cross_dataset_comparison,cross_dataset_reuse_score,data_analysis_potential_score,context_open_field,context_object,context_task,context_sleep,recording_profile_group,missing_requirements,recommended_analysis_type,metadata_profile_label,pca_1,pca_2,cluster
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-03-22,24101,2018-03-22,Neuralynx,open field / navigation,True,36.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,4508.0,2,2,7009.0,311750.0,2.0,7009.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,2.0,311750.0,0.0,75.13333333333334,155875.0,0.02661934338952972,4149.290150842946,0.0,0.0,7.0,0.0,1.0986122886681098,8.855092980028635,12.649960071235615,2.70805020110221,0.0,0.0,0.0,0.0,8.413830678421084,1.0986122886681098,12.649960071235615,0.0,11.956816098358711,0.02627121315390027,8.330933526646513,0.0,0.0,2.0794415416798357,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.0710171264004322,0.7338687634758327,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-03-24,24101,2018-03-24,Neuralynx,open field / navigation,True,71.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,2363.0,12,12,56177.0,494603.0,12.0,56177.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,12.0,494603.0,0.0,39.38333333333333,41216.916666666664,0.30469741853575966,12558.68810833686,0.0,0.0,1.1666666666666667,0.0,2.5649493574615367,10.936280500166944,13.111512721380059,2.70805020110221,0.0,0.0,0.0,0.0,7.768110378525988,2.5649493574615367,13.111512721380059,0.0,10.626628311358987,0.26597115069924254,9.438247607575082,0.0,0.0,0.7731898882334818,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.976443354460229,0.09120342279736324,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-03-26,24101,2018-03-26,Neuralynx,open field / navigation,True,73.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,3222.0,24,24,44739.0,434153.0,24.0,44739.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,24.0,434153.0,0.0,53.7,18089.708333333332,0.44692737430167595,8084.785847299813,0.0,0.0,0.5833333333333334,0.0,3.2188758248682006,10.70862323504412,12.981154588851853,2.70805020110221,0.0,0.0,0.0,0.0,8.078067881815437,3.2188758248682006,12.981154588851853,0.0,9.803153733694256,0.3694422558587827,8.997862965469565,0.0,0.0,0.4595323293784402,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.946789007947719,-0.09054595389872969,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-03-27,24101,2018-03-27,Neuralynx,open field / navigation,True,58.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,5325.0,18,18,30928.0,595025.0,18.0,30928.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,18.0,595025.0,0.0,88.75,33056.944444444445,0.2028169014084507,6704.507042253521,0.0,0.0,0.7777777777777778,0.0,2.9444389791664403,10.339449534086297,13.296360381052052,2.70805020110221,0.0,0.0,0.0,0.0,8.580355766373877,2.9444389791664403,13.296360381052052,0.0,10.406017192927893,0.18466622375320876,8.810684414370938,0.0,0.0,0.5753641449035619,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.7568043017824209,0.007769585908533977,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-03,24101,2018-04-03,Neuralynx,open field / navigation,True,65.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,5619.0,20,20,41826.0,605272.0,20.0,41826.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,20.0,605272.0,0.0,93.65,30263.6,0.21356113187399892,6463.128670581954,0.0,0.0,0.7,0.0,3.044522437723423,10.641297343002263,13.313434874904397,2.70805020110221,0.0,0.0,0.0,0.0,8.634086942887738,3.044522437723423,13.313434874904397,0.0,10.31773399165163,0.1935591214084547,8.774023505724033,0.0,0.0,0.5306282510621704,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.7472684261644722,-0.016381653890257326,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-04,24101,2018-04-04,Neuralynx,open field / navigation,True,62.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,1813.0,22,22,41782.0,745382.0,22.0,41782.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,22.0,745382.0,0.0,30.216666666666665,33881.0,0.7280750137892995,24667.90954219526,0.0,0.0,0.6363636363636364,0.0,3.1354942159291497,10.640244837223964,13.521653459220401,2.70805020110221,0.0,0.0,0.0,0.0,7.503289630675082,3.1354942159291497,13.521653459220401,0.0,10.430639178900892,0.5470080801973407,10.113299006770847,0.0,0.0,0.4924764850977941,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.3762243615936343,-0.0798333464824578,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-05,24101,2018-04-05,Neuralynx,open field / navigation,True,64.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,2635.0,25,25,40817.0,390018.0,25.0,40817.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,25.0,390018.0,0.0,43.916666666666664,15600.72,0.5692599620493359,8880.865275142316,0.0,0.0,0.56,0.0,3.258096538021482,10.616878439573116,12.873950734867867,2.70805020110221,0.0,0.0,0.0,0.0,7.877017895622398,3.258096538021482,12.873950734867867,0.0,9.655136443570093,0.45060414648232905,9.091766867435084,0.0,0.0,0.44468582126144574,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.0597583576518503,-0.11382000757970814,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-06,24101,2018-04-06,Neuralynx,open field / navigation,True,73.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,7240.0,29,29,18833.0,406863.0,29.0,18833.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,29.0,406863.0,0.0,120.66666666666667,14029.758620689656,0.24033149171270718,3371.792817679558,0.0,0.0,0.4827586206896552,0.0,3.4011973816621555,9.84341902607001,12.916234256249249,2.70805020110221,0.0,0.0,0.0,0.0,8.88751459738882,3.4011973816621555,12.916234256249249,0.0,9.549007242959698,0.21537867591648324,8.123496409421668,0.0,0.0,0.3939042857070884,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.6209540777695546,-0.1069159832020814,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-11,24101,2018-04-11,Neuralynx,open field / navigation,True,98.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,1474.0,49,49,71373.0,511829.0,49.0,71373.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,49.0,511829.0,0.0,24.566666666666666,10445.489795918367,1.994572591587517,20834.28765264586,0.0,0.0,0.2857142857142857,0.0,3.912023005428146,11.175688936352282,13.145747817637064,2.70805020110221,0.0,0.0,0.0,0.0,7.29641326877392,3.912023005428146,13.145747817637064,0.0,9.254021296267531,1.0968015140674,9.944403349983752,0.0,0.0,0.2513144282809061,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,3.0919489273110194,-0.30850085551631484,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-13,24101,2018-04-13,Neuralynx,open field / navigation,True,108.0,.ncs; .clusters; .ntt; .t64; .fd; .nvt,4409.0,59,59,57807.0,407545.0,59.0,57807.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,59.0,407545.0,0.0,73.48333333333333,6907.542372881356,0.8029031526423225,5546.08754819687,0.0,0.0,0.23728813559322035,0.0,4.0943445622221,10.964882453387421,12.917909088727782,2.70805020110221,0.0,0.0,0.0,0.0,8.391629968440892,4.0943445622221,12.917909088727782,0.0,8.840513949919524,0.589398228215175,8.621028302911911,0.0,0.0,0.2129219972426717,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.114031865438702,-0.2676427575132534,0
